"dgp","metric","model","iteration","k","n_trees","nu","q","min_node_size","sample_fraction","mtry","weights_method","value"
"dgp30","ate_estimate","bart_s-learner",1,1,75,3,0.99,NA,NA,NA,NA,10.6777355499007
"dgp30","ate_bias","bart_s-learner",1,1,75,3,0.99,NA,NA,NA,NA,0.677735549900744
"dgp30","ci_length","bart_s-learner",1,1,75,3,0.99,NA,NA,NA,NA,1.82851636486874
"dgp30","coverage","bart_s-learner",1,1,75,3,0.99,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,1,75,10,0.75,NA,NA,NA,NA,10.6211331697281
"dgp30","ate_bias","bart_s-learner",1,1,75,10,0.75,NA,NA,NA,NA,0.62113316972812
"dgp30","ci_length","bart_s-learner",1,1,75,10,0.75,NA,NA,NA,NA,1.82791665774694
"dgp30","coverage","bart_s-learner",1,1,75,10,0.75,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,2,75,3,0.99,NA,NA,NA,NA,10.7831065047919
"dgp30","ate_bias","bart_s-learner",1,2,75,3,0.99,NA,NA,NA,NA,0.783106504791894
"dgp30","ci_length","bart_s-learner",1,2,75,3,0.99,NA,NA,NA,NA,1.93634929017369
"dgp30","coverage","bart_s-learner",1,2,75,3,0.99,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,2,75,10,0.75,NA,NA,NA,NA,10.707989931475
"dgp30","ate_bias","bart_s-learner",1,2,75,10,0.75,NA,NA,NA,NA,0.707989931474954
"dgp30","ci_length","bart_s-learner",1,2,75,10,0.75,NA,NA,NA,NA,1.90511221080388
"dgp30","coverage","bart_s-learner",1,2,75,10,0.75,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,3,75,3,0.99,NA,NA,NA,NA,10.7653925526688
"dgp30","ate_bias","bart_s-learner",1,3,75,3,0.99,NA,NA,NA,NA,0.765392552668775
"dgp30","ci_length","bart_s-learner",1,3,75,3,0.99,NA,NA,NA,NA,1.88849360672853
"dgp30","coverage","bart_s-learner",1,3,75,3,0.99,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,3,75,10,0.75,NA,NA,NA,NA,10.7693922922452
"dgp30","ate_bias","bart_s-learner",1,3,75,10,0.75,NA,NA,NA,NA,0.76939229224517
"dgp30","ci_length","bart_s-learner",1,3,75,10,0.75,NA,NA,NA,NA,1.92260290946972
"dgp30","coverage","bart_s-learner",1,3,75,10,0.75,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,5,75,3,0.99,NA,NA,NA,NA,10.8277878977785
"dgp30","ate_bias","bart_s-learner",1,5,75,3,0.99,NA,NA,NA,NA,0.827787897778459
"dgp30","ci_length","bart_s-learner",1,5,75,3,0.99,NA,NA,NA,NA,1.89164960733816
"dgp30","coverage","bart_s-learner",1,5,75,3,0.99,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,5,75,10,0.75,NA,NA,NA,NA,10.8388587383186
"dgp30","ate_bias","bart_s-learner",1,5,75,10,0.75,NA,NA,NA,NA,0.838858738318621
"dgp30","ci_length","bart_s-learner",1,5,75,10,0.75,NA,NA,NA,NA,1.94918932343748
"dgp30","coverage","bart_s-learner",1,5,75,10,0.75,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,1,100,3,0.99,NA,NA,NA,NA,10.6715632099854
"dgp30","ate_bias","bart_s-learner",1,1,100,3,0.99,NA,NA,NA,NA,0.671563209985361
"dgp30","ci_length","bart_s-learner",1,1,100,3,0.99,NA,NA,NA,NA,1.87236947456789
"dgp30","coverage","bart_s-learner",1,1,100,3,0.99,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,1,100,10,0.75,NA,NA,NA,NA,10.7218303806791
"dgp30","ate_bias","bart_s-learner",1,1,100,10,0.75,NA,NA,NA,NA,0.721830380679139
"dgp30","ci_length","bart_s-learner",1,1,100,10,0.75,NA,NA,NA,NA,1.9084844805399
"dgp30","coverage","bart_s-learner",1,1,100,10,0.75,NA,NA,NA,NA,1
"dgp30","ate_estimate","bart_s-learner",1,2,100,3,0.99,NA,NA,NA,NA,10.7261468829278
"dgp30","ate_bias","bart_s-learner",1,2,100,3,0.99,NA,NA,NA,NA,0.726146882927845
"dgp30","ci_length","bart_s-learner",1,2,100,3,0.99,NA,NA,NA,NA,1.84318913157582
"dgp30","coverage","bart_s-learner",1,2,100,3,0.99,NA,NA,NA,NA,1
