"model","dgp","k","n_trees","nu","q","coverage","rmse_norm","ci_length_norm"
"bart_ps-glm","dgp40",5,100,3,0.99,0.95,0.0186075857786975,0.0755334574339035
"bart_ps-glm","dgp40",5,75,3,0.99,0.95,0.019082984258875,0.0762418177457615
"bart_ps-glm","dgp40",5,200,10,0.75,0.95,0.0191977420882341,0.0783232234861574
"bart_ps-glm","dgp40",5,75,10,0.75,0.95,0.0193154268855917,0.0783771648146152
"bart_ps-glm","dgp40",2,75,3,0.9,0.95,0.019399672662633,0.0771008514564195
"bart_ps-glm","dgp40",3,100,10,0.75,0.95,0.0196713278268757,0.077710942863994
"bart_ps-glm","dgp40",5,100,10,0.75,0.95,0.019694587002799,0.0784796036431853
"bart_ps-glm","dgp40",5,75,3,0.9,0.95,0.0198171598263739,0.0760689938536103
"bart_ps-glm","dgp40",3,75,10,0.75,0.95,0.0199527432634299,0.0785546770351964
"bart_ps-glm","dgp40",5,200,3,0.9,0.95,0.0199565630650912,0.0757264210299076
"bart_ps-glm","dgp40",1,75,3,0.99,0.95,0.0200122853832884,0.0813074596082085
"bart_ps-glm","dgp40",2,100,10,0.75,0.95,0.0200132086568423,0.0793835099424128
"bart_ps-glm","dgp40",5,100,3,0.9,0.95,0.0201037118675797,0.0759150463674548
"bart_ps-glm","dgp40",5,200,3,0.99,0.95,0.0201441546986164,0.075431677107021
"bart_ps-glm","dgp40",1,100,3,0.9,0.95,0.0201483359685724,0.0800229396185897
"bart_ps-glm","dgp40",3,100,3,0.99,0.95,0.0201536436776366,0.0755079889027734
"bart_ps-glm","dgp40",1,100,10,0.75,0.9,0.0202069122274034,0.0821438869981056
"bart_ps-glm","dgp40",2,75,3,0.99,0.95,0.0202638880501517,0.0791279780782263
"bart_ps-glm","dgp40",3,100,3,0.9,0.95,0.0204411729113635,0.0755012566727229
"bart_ps-glm","dgp40",2,75,10,0.75,0.95,0.020542974872458,0.0799220597242377
"bart_ps-glm","dgp40",3,75,3,0.99,0.95,0.0205649934694069,0.0772932844496496
"bart_ps-glm","dgp40",1,200,3,0.99,0.95,0.0206017855019139,0.0813878275959682
"bart_ps-glm","dgp40",3,200,3,0.9,0.95,0.0207418704234461,0.0745579233434267
"bart_ps-glm","dgp40",3,200,3,0.99,0.95,0.0207662363389215,0.0742090988625733
"bart_ps-glm","dgp40",2,200,10,0.75,0.95,0.0208130025187424,0.0791268874239922
"bart_ps-glm","dgp40",2,200,3,0.99,0.95,0.0209863135395859,0.0759656988716339
"bart_ps-glm","dgp40",3,200,10,0.75,0.95,0.0210413260904659,0.077348507170976
"bart_ps-glm","dgp40",2,100,3,0.9,0.9,0.0212244985630456,0.0774161756670144
"bart_ps-glm","dgp40",1,200,3,0.9,0.95,0.0213046434227078,0.0807534249708064
"bart_ps-glm","dgp40",1,75,10,0.75,0.95,0.021325085068329,0.083112780466821
"bart_ps-glm","dgp40",2,100,3,0.99,0.9,0.0213537128499601,0.0773199239139926
"bart_ps-glm","dgp40",3,75,3,0.9,0.9,0.0214227950938461,0.0765681026050974
"bart_ps-glm","dgp40",1,75,3,0.9,0.95,0.0214805329001529,0.0805246621368442
"bart_ps-glm","dgp40",1,100,3,0.99,0.9,0.0218104842615532,0.0778501650104267
"bart_ps-glm","dgp40",2,200,3,0.9,0.9,0.0218848824382103,0.076664184336585
"bart_ps-glm","dgp40",1,200,10,0.75,0.95,0.0219567987350173,0.0829151624057573
