"model","dgp","k","n_trees","nu","q","coverage","rmse_norm","ci_length_norm"
"bart_t-learner","dgp60",1,75,3,0.99,0.95,0.0521969917447242,0.181365030655374
"bart_t-learner","dgp60",2,200,3,0.9,0.95,0.0523688360756217,0.1778542241757
"bart_t-learner","dgp60",1,100,3,0.9,0.95,0.0523727737884304,0.180159598832428
"bart_t-learner","dgp60",1,75,3,0.9,0.95,0.0524890043114185,0.181090567324787
"bart_t-learner","dgp60",2,100,3,0.9,0.9,0.0525367276760789,0.176901898195738
"bart_t-learner","dgp60",1,75,10,0.75,0.95,0.0525562503790065,0.181452472257683
"bart_t-learner","dgp60",2,200,3,0.99,0.9,0.0525718649794072,0.176028195178954
"bart_t-learner","dgp60",2,100,3,0.99,0.95,0.0525836698601315,0.176955743679893
"bart_t-learner","dgp60",2,75,10,0.75,0.9,0.0525962374477889,0.177650565520571
"bart_t-learner","dgp60",2,75,3,0.9,0.95,0.0526344008016962,0.176962332146407
"bart_t-learner","dgp60",2,100,10,0.75,0.9,0.0526659087157541,0.177723167803055
"bart_t-learner","dgp60",2,200,10,0.75,0.95,0.0527602745690031,0.177533259090738
"bart_t-learner","dgp60",1,100,3,0.99,0.95,0.0527681621209523,0.179985008340052
"bart_t-learner","dgp60",2,75,3,0.99,0.9,0.0528451584917663,0.176678004583944
"bart_t-learner","dgp60",1,100,10,0.75,0.95,0.0528771093721127,0.18138734154507
"bart_t-learner","dgp60",1,200,3,0.9,0.95,0.0531195379838378,0.180965614035432
"bart_t-learner","dgp60",1,200,3,0.99,0.95,0.0531747796725067,0.181272689889492
"bart_t-learner","dgp60",1,200,10,0.75,0.95,0.0532893137734028,0.181781841297896
"bart_t-learner","dgp60",3,75,3,0.9,0.85,0.0535620072340064,0.176556718346195
"bart_t-learner","dgp60",3,75,3,0.99,0.9,0.0536608886765029,0.175827233520401
"bart_t-learner","dgp60",3,200,3,0.9,0.85,0.0537798653190549,0.176234654555254
"bart_t-learner","dgp60",3,100,10,0.75,0.85,0.0538229791929359,0.17553449856168
"bart_t-learner","dgp60",3,75,10,0.75,0.85,0.0538533783330284,0.175197656469024
"bart_t-learner","dgp60",3,200,3,0.99,0.9,0.0538646133922162,0.176957717261303
"bart_t-learner","dgp60",3,100,3,0.9,0.9,0.0538668649403509,0.176385024696382
"bart_t-learner","dgp60",3,200,10,0.75,0.85,0.0538824922189636,0.176090709886045
"bart_t-learner","dgp60",3,100,3,0.99,0.85,0.0539788904714377,0.174895475537958
"bart_t-learner","dgp60",5,75,10,0.75,0.9,0.0572899693165712,0.175520929132671
"bart_t-learner","dgp60",5,75,3,0.99,0.85,0.0573408505676968,0.175688460363127
"bart_t-learner","dgp60",5,100,10,0.75,0.8,0.0574208286910943,0.176892445274901
"bart_t-learner","dgp60",5,100,3,0.99,0.85,0.0574363502539158,0.176837491274382
"bart_t-learner","dgp60",5,100,3,0.9,0.8,0.0574465714386568,0.177399781311565
"bart_t-learner","dgp60",5,75,3,0.9,0.85,0.0574579691502,0.176611291779164
"bart_t-learner","dgp60",5,200,10,0.75,0.85,0.0575311286575624,0.176695498232784
"bart_t-learner","dgp60",5,200,3,0.99,0.85,0.0576456657773985,0.177598289796259
"bart_t-learner","dgp60",5,200,3,0.9,0.9,0.0577290451092133,0.177579504996688
